battle_id,attacker_faction,defender_faction,terrain,weather,att_heavy_infantry,att_spearmen,att_sword_infantry,att_archers,att_skirmishers,att_light_cavalry,att_shock_cavalry,att_artillery,def_heavy_infantry,def_spearmen,def_sword_infantry,def_archers,def_skirmishers,def_light_cavalry,def_shock_cavalry,def_artillery,att_general_rating,def_general_rating,att_avg_morale,def_avg_morale,att_fatigue,def_fortified,att_reinforcement_minute,resolution_mode,current_autoresolver_call,att_casualty_pct,def_casualty_pct,outcome
B0447,Latian Republic,Mareth Imperium,marsh,clear,1,3,8,0,2,3,5,4,12,1,0,0,0,0,4,0,2,3,63,76,43,0,22,auto,attacker,0.797,0.313,defender
B0448,Orenthal League,Sable Nomads,river_crossing,clear,6,12,0,1,0,3,0,1,0,0,2,9,1,11,0,1,3,1,55,76,30,0,0,auto,attacker,0.88,0.495,defender
B0449,Vharn Confederacy,Duskwood Clans,marsh,clear,1,13,0,0,2,2,2,0,1,1,0,5,5,14,2,1,4,1,75,100,8,1,0,manual,defender,0.536,0.733,attacker
B0450,Latian Republic,Duskwood Clans,plains,clear,6,1,4,3,3,4,1,0,4,1,4,7,4,3,2,2,4,3,61,87,50,0,0,auto,defender,0.781,0.425,defender
B0451,Kessari Riders,Duskwood Clans,plains,clear,0,4,0,2,8,5,4,2,0,4,10,2,2,5,1,1,3,4,57,77,0,1,0,auto,attacker,0.814,0.432,defender
B0452,Mareth Imperium,Vharn Confederacy,hills,clear,6,6,0,0,0,1,7,1,9,3,0,4,1,2,3,1,5,2,45,80,10,0,0,auto,attacker,0.781,0.412,defender
B0453,Kessari Riders,Selene Dominion,plains,clear,0,4,0,4,0,3,11,0,5,1,0,3,4,3,4,0,2,1,64,68,48,1,0,auto,attacker,0.386,0.736,attacker
B0454,Sable Nomads,Orenthal League,marsh,fog,0,2,1,1,7,9,2,0,1,0,4,2,1,4,7,0,5,2,53,69,10,1,6,manual,attacker,0.358,0.91,attacker
B0455,Sable Nomads,Duskwood Clans,hills,rain,1,0,2,2,1,13,0,2,2,0,2,3,13,1,0,2,3,4,41,67,31,0,0,auto,attacker,0.474,0.797,attacker
B0456,Latian Republic,Vharn Confederacy,marsh,clear,0,6,19,0,0,0,0,1,2,7,1,4,0,4,2,9,5,2,65,56,97,0,0,auto,defender,0.449,0.731,attacker
B0457,Latian Republic,Orenthal League,plains,clear,7,0,20,0,0,0,1,0,2,2,3,8,2,6,0,0,2,1,71,95,49,1,0,manual,attacker,0.814,0.408,defender
B0458,Kessari Riders,Vharn Confederacy,river_crossing,rain,1,3,2,0,4,4,7,0,2,5,3,1,1,3,3,4,2,1,42,55,56,0,0,auto,attacker,0.773,0.386,defender
B0459,Selene Dominion,Vharn Confederacy,plains,clear,2,1,4,9,5,0,0,4,2,9,0,1,9,2,3,2,5,1,48,54,2,0,7,auto,defender,0.828,0.57,defender
B0460,Orenthal League,Kessari Riders,hills,fog,4,0,8,1,0,3,2,0,0,0,0,1,2,20,5,1,3,4,86,47,30,0,0,auto,defender,0.729,0.382,defender
B0461,Mareth Imperium,Orenthal League,plains,fog,8,2,0,1,7,0,1,0,1,2,2,1,3,14,1,2,4,5,64,66,12,1,0,manual,defender,0.708,0.405,defender
B0462,Latian Republic,Selene Dominion,forest,rain,5,1,7,2,0,3,0,5,1,2,4,7,3,0,7,2,3,2,77,79,30,1,18,auto,defender,0.777,0.362,defender
B0463,Selene Dominion,Vharn Confederacy,marsh,rain,0,2,3,4,0,2,2,12,3,5,3,0,3,6,0,1,3,2,49,94,45,1,6,auto,attacker,0.815,0.439,defender
B0464,Orenthal League,Duskwood Clans,plains,clear,6,7,0,1,0,0,7,3,2,0,0,1,18,2,1,1,4,4,63,65,27,0,0,auto,attacker,0.457,0.714,attacker
B0465,Duskwood Clans,Selene Dominion,hills,fog,0,3,5,1,7,0,5,1,1,0,1,3,2,12,2,6,1,5,84,67,8,0,11,auto,defender,0.755,0.506,defender
B0466,Mareth Imperium,Sable Nomads,marsh,rain,7,1,1,0,4,0,4,1,0,3,3,3,2,2,9,2,3,5,54,62,7,0,0,manual,defender,0.707,0.407,defender
B0467,Selene Dominion,Latian Republic,river_crossing,rain,5,4,6,4,1,1,0,1,5,1,11,0,3,0,2,1,3,4,100,72,35,0,15,manual,attacker,0.727,0.546,defender
B0468,Duskwood Clans,Sable Nomads,plains,rain,1,9,0,4,4,2,3,0,1,0,0,4,11,7,0,0,1,2,68,61,72,1,0,auto,attacker,0.469,0.765,attacker
B0469,Orenthal League,Duskwood Clans,forest,rain,2,1,4,3,3,10,0,0,0,0,11,2,7,0,3,0,1,4,60,58,17,0,0,auto,attacker,0.693,0.455,defender
B0470,Sable Nomads,Kessari Riders,forest,clear,0,2,3,3,7,7,0,4,7,1,1,0,4,6,3,0,2,5,80,71,12,0,14,auto,attacker,0.931,0.546,defender
B0471,Selene Dominion,Mareth Imperium,plains,fog,2,2,1,2,2,3,0,5,1,2,0,4,9,4,1,1,2,1,67,70,21,0,0,auto,defender,0.677,0.437,defender
B0472,Vharn Confederacy,Duskwood Clans,forest,clear,3,10,4,0,1,1,1,2,0,1,2,2,8,7,0,0,2,1,47,91,54,1,0,auto,attacker,0.473,0.725,attacker
B0473,Duskwood Clans,Orenthal League,marsh,clear,0,0,1,4,12,0,0,0,3,6,5,2,0,0,6,0,1,3,76,64,59,0,25,auto,defender,0.781,0.452,defender
B0474,Sable Nomads,Kessari Riders,forest,clear,10,1,0,1,4,5,5,0,2,16,0,3,4,1,2,0,1,2,45,88,5,0,8,auto,attacker,0.774,0.419,defender
B0475,Vharn Confederacy,Orenthal League,river_crossing,clear,2,13,0,4,0,2,3,1,11,3,0,1,3,2,0,7,2,4,88,72,40,0,9,auto,attacker,0.783,0.59,defender
B0476,Kessari Riders,Selene Dominion,hills,clear,3,2,0,2,3,7,5,6,5,6,2,6,2,1,0,1,4,5,58,68,8,1,0,auto,attacker,0.526,0.838,attacker
B0477,Vharn Confederacy,Kessari Riders,forest,rain,2,5,0,5,2,0,3,7,5,1,9,0,1,6,4,2,5,5,68,68,22,0,0,auto,defender,0.71,0.469,defender
B0478,Duskwood Clans,Kessari Riders,plains,clear,1,2,5,1,8,4,1,1,0,1,0,4,2,4,4,3,3,2,74,74,24,1,0,auto,attacker,0.411,0.686,attacker
B0479,Kessari Riders,Duskwood Clans,marsh,clear,5,4,0,2,6,2,5,4,5,1,5,1,1,8,0,0,1,5,57,49,83,0,21,auto,attacker,0.841,0.465,defender
B0480,Orenthal League,Mareth Imperium,marsh,clear,3,1,4,9,1,0,1,3,13,4,0,0,2,4,0,0,4,1,50,71,27,0,0,auto,attacker,0.779,0.508,defender
B0481,Orenthal League,Mareth Imperium,hills,clear,5,2,3,1,5,3,3,0,7,4,3,0,4,0,5,2,5,2,89,82,60,1,7,auto,defender,0.829,0.463,defender
B0482,Selene Dominion,Vharn Confederacy,forest,rain,0,5,1,1,9,0,0,2,0,11,2,2,6,2,1,2,1,1,64,62,88,0,6,auto,defender,0.739,0.457,defender
B0483,Duskwood Clans,Latian Republic,forest,rain,0,0,4,9,9,1,2,0,1,1,7,9,1,2,2,0,3,5,66,79,52,1,0,auto,attacker,0.846,0.519,defender
B0484,Selene Dominion,Latian Republic,marsh,fog,0,3,1,9,1,0,3,3,2,0,16,0,0,3,4,0,3,3,63,71,12,1,0,auto,defender,0.619,0.299,defender
B0485,Orenthal League,Duskwood Clans,river_crossing,clear,7,3,1,5,7,4,1,0,0,3,1,3,10,3,3,1,5,1,77,86,63,0,0,manual,attacker,0.347,0.939,attacker
B0486,Latian Republic,Duskwood Clans,hills,clear,3,1,9,0,0,7,1,6,5,6,5,1,1,4,3,0,2,1,79,62,38,0,20,auto,attacker,0.839,0.458,defender
B0487,Vharn Confederacy,Mareth Imperium,plains,clear,2,8,7,2,3,1,0,1,6,5,1,0,2,0,5,2,5,4,58,52,32,0,0,manual,attacker,0.405,0.712,attacker
B0488,Orenthal League,Sable Nomads,hills,clear,8,0,6,4,0,1,3,1,2,1,2,4,3,5,3,0,2,3,65,56,53,0,22,auto,attacker,0.488,0.689,attacker
B0489,Sable Nomads,Duskwood Clans,forest,rain,7,7,0,1,8,1,1,0,0,0,4,13,2,4,6,0,5,5,78,78,1,0,18,auto,defender,0.356,0.829,attacker
B0490,Mareth Imperium,Orenthal League,hills,clear,3,2,0,1,1,6,5,1,5,0,4,6,2,1,3,2,1,5,78,80,26,0,0,auto,defender,0.376,0.719,attacker
B0491,Orenthal League,Sable Nomads,marsh,clear,2,7,4,3,1,5,0,0,1,3,2,5,8,1,0,0,4,3,55,72,30,0,8,auto,attacker,0.345,0.839,attacker
B0492,Selene Dominion,Vharn Confederacy,river_crossing,clear,5,3,2,1,2,0,5,10,3,2,7,6,0,7,2,1,3,1,77,40,22,0,0,auto,attacker,0.787,0.419,defender
B0493,Kessari Riders,Selene Dominion,river_crossing,fog,1,3,1,2,16,0,2,2,0,1,0,5,7,0,0,10,1,2,87,51,20,0,5,manual,attacker,0.379,0.751,attacker
B0494,Vharn Confederacy,Latian Republic,hills,fog,3,7,9,3,0,1,1,0,10,1,1,3,4,2,0,0,2,3,66,48,28,1,0,auto,attacker,0.667,0.515,defender
B0495,Duskwood Clans,Latian Republic,plains,clear,0,0,1,11,14,2,2,1,0,2,13,2,4,1,2,0,3,4,62,63,42,1,0,manual,attacker,0.836,0.477,defender
B0496,Mareth Imperium,Orenthal League,hills,clear,6,2,1,1,1,0,14,0,9,4,5,8,0,1,4,0,4,1,43,75,33,0,6,auto,defender,0.825,0.424,defender
B0497,Mareth Imperium,Kessari Riders,hills,clear,8,1,0,1,3,0,5,2,0,1,1,1,6,13,1,0,3,5,70,42,41,0,0,auto,defender,0.837,0.378,defender
B0498,Mareth Imperium,Latian Republic,river_crossing,clear,3,0,1,6,1,1,2,3,6,0,10,0,1,4,1,2,4,2,67,96,31,0,11,auto,defender,0.757,0.311,defender
B0499,Selene Dominion,Mareth Imperium,river_crossing,clear,0,3,1,4,1,8,1,2,3,7,0,2,5,0,5,2,2,2,69,74,29,0,12,auto,defender,0.666,0.478,defender
B0500,Selene Dominion,Vharn Confederacy,marsh,clear,2,6,0,5,2,1,0,9,4,14,0,3,0,2,0,0,2,5,62,62,0,0,0,manual,attacker,0.84,0.427,defender
B0501,Orenthal League,Latian Republic,plains,rain,5,4,8,1,1,4,0,0,11,2,6,1,1,2,1,0,5,3,40,56,8,0,0,auto,attacker,0.497,0.652,attacker
B0502,Sable Nomads,Latian Republic,hills,clear,0,8,1,0,1,15,0,0,8,2,1,0,2,1,2,9,3,5,67,69,32,0,0,manual,attacker,0.421,0.765,attacker
B0503,Vharn Confederacy,Mareth Imperium,forest,clear,2,11,0,1,0,2,1,6,0,0,0,1,4,4,10,5,3,2,66,70,41,0,0,manual,attacker,0.403,0.7,attacker
B0504,Sable Nomads,Kessari Riders,plains,clear,2,3,0,2,1,10,1,3,0,0,0,2,5,2,1,15,2,5,44,58,6,0,0,auto,defender,0.313,0.805,attacker
B0505,Kessari Riders,Duskwood Clans,river_crossing,rain,12,2,2,0,4,3,1,0,2,1,2,1,7,6,1,1,2,5,69,87,28,0,21,auto,attacker,0.397,0.873,attacker
B0506,Duskwood Clans,Kessari Riders,river_crossing,rain,2,0,18,3,1,1,0,0,0,2,0,1,11,3,14,0,4,4,85,43,19,0,25,auto,defender,0.745,0.507,defender
B0507,Selene Dominion,Mareth Imperium,plains,clear,1,2,5,4,1,0,1,4,10,3,0,7,0,0,2,2,4,3,50,82,60,1,0,auto,defender,0.716,0.223,defender
B0508,Sable Nomads,Duskwood Clans,river_crossing,clear,0,1,0,6,2,6,9,1,2,10,1,2,10,1,0,0,2,4,72,70,0,0,0,auto,attacker,0.656,0.48,defender
B0509,Selene Dominion,Vharn Confederacy,hills,fog,5,2,3,6,3,1,0,3,11,2,0,2,1,0,3,1,5,3,81,97,30,0,0,auto,attacker,0.448,0.8,attacker
B0510,Vharn Confederacy,Sable Nomads,plains,clear,7,5,1,1,1,3,1,2,2,0,0,4,2,6,1,8,2,3,89,65,39,0,5,manual,attacker,0.332,0.849,attacker
B0511,Duskwood Clans,Mareth Imperium,forest,clear,1,4,1,1,9,4,1,2,4,1,14,3,1,0,2,0,1,2,67,77,26,1,10,auto,defender,0.794,0.482,defender
B0512,Orenthal League,Kessari Riders,plains,rain,4,4,1,4,1,2,5,0,0,2,1,0,14,0,5,1,3,5,82,71,46,0,0,manual,attacker,0.485,0.827,attacker
B0513,Vharn Confederacy,Duskwood Clans,plains,clear,1,6,1,1,0,5,0,14,1,3,2,2,3,3,7,1,3,2,60,70,56,0,0,auto,attacker,0.727,0.48,defender
B0514,Mareth Imperium,Selene Dominion,plains,rain,2,9,1,6,2,0,9,0,3,9,1,4,1,2,0,9,1,3,40,59,26,1,0,manual,attacker,0.464,0.797,attacker
B0515,Latian Republic,Selene Dominion,marsh,clear,2,8,1,4,0,4,0,1,1,4,0,9,6,1,0,5,1,1,66,90,4,1,0,auto,defender,0.757,0.45,defender
B0516,Selene Dominion,Latian Republic,forest,clear,3,2,8,7,2,2,1,0,6,2,2,4,0,2,0,0,4,4,86,87,24,0,6,auto,attacker,0.454,0.678,attacker
B0517,Duskwood Clans,Orenthal League,forest,clear,11,4,3,3,1,2,0,5,1,14,1,2,0,4,2,0,1,1,74,53,44,0,11,auto,attacker,0.313,0.746,attacker
B0518,Kessari Riders,Sable Nomads,plains,clear,2,6,0,6,6,3,1,2,0,1,1,2,4,5,6,2,3,4,57,80,38,1,22,manual,attacker,0.689,0.456,defender
B0519,Selene Dominion,Orenthal League,plains,rain,0,2,0,2,8,0,4,10,5,1,7,5,0,6,0,2,1,2,46,79,23,0,0,auto,attacker,0.736,0.462,defender
B0520,Orenthal League,Vharn Confederacy,hills,rain,3,3,6,5,2,0,0,0,3,2,2,6,8,0,2,0,3,1,48,65,14,1,20,auto,defender,0.859,0.332,defender
B0521,Selene Dominion,Sable Nomads,hills,fog,1,3,0,9,5,1,0,3,0,0,0,8,2,10,2,1,2,5,80,56,16,0,0,manual,attacker,0.664,0.297,defender
B0522,Kessari Riders,Mareth Imperium,forest,rain,1,0,3,0,3,6,7,0,4,1,0,3,1,1,9,3,5,5,80,92,57,0,0,auto,attacker,0.487,0.848,attacker
B0523,Sable Nomads,Mareth Imperium,plains,fog,2,0,0,7,4,7,0,8,1,2,0,4,14,0,2,0,1,4,80,50,64,1,0,auto,attacker,0.414,0.73,attacker
B0524,Vharn Confederacy,Mareth Imperium,plains,clear,0,4,0,5,12,0,2,4,6,2,1,0,0,2,12,1,5,2,68,93,61,0,0,auto,attacker,0.742,0.309,defender
B0525,Latian Republic,Mareth Imperium,marsh,fog,3,2,3,1,0,11,5,0,2,5,1,0,0,11,1,8,5,2,74,66,60,0,0,manual,defender,0.757,0.472,defender
B0526,Latian Republic,Selene Dominion,plains,rain,2,2,12,0,7,0,1,2,9,0,0,3,5,0,2,5,2,1,91,70,34,0,0,auto,attacker,0.875,0.389,defender
B0527,Orenthal League,Selene Dominion,hills,clear,1,4,1,3,2,9,0,4,8,1,0,3,4,0,2,10,2,1,58,94,53,0,0,auto,defender,0.372,0.734,attacker
B0528,Vharn Confederacy,Duskwood Clans,marsh,clear,2,12,0,7,2,3,0,0,0,1,5,3,5,2,0,4,1,1,62,67,27,0,20,auto,attacker,0.41,0.939,attacker
B0529,Kessari Riders,Duskwood Clans,plains,fog,4,1,1,0,8,4,2,5,1,0,8,0,10,2,4,1,4,4,70,66,35,1,0,manual,defender,0.829,0.413,defender
B0530,Vharn Confederacy,Kessari Riders,forest,clear,4,3,6,3,4,0,0,3,1,0,3,0,4,8,4,3,2,2,62,69,52,0,0,manual,attacker,0.53,0.786,attacker
B0531,Kessari Riders,Sable Nomads,plains,clear,3,1,0,0,13,6,3,0,0,1,2,3,2,13,0,0,2,1,48,82,0,0,0,auto,attacker,0.788,0.417,defender
B0532,Kessari Riders,Duskwood Clans,forest,rain,2,0,6,1,9,6,4,1,1,2,1,7,2,4,0,2,2,5,61,67,43,0,0,auto,attacker,0.341,0.793,attacker
B0533,Mareth Imperium,Selene Dominion,marsh,fog,5,4,1,2,3,2,10,0,3,1,3,5,1,1,1,9,3,4,72,65,56,0,0,auto,attacker,0.448,0.745,attacker
B0534,Sable Nomads,Vharn Confederacy,forest,clear,0,0,1,1,4,15,2,2,1,5,4,0,0,6,0,6,1,4,65,72,30,1,0,manual,attacker,0.686,0.377,defender
B0535,Duskwood Clans,Kessari Riders,marsh,clear,4,0,2,2,7,3,1,4,0,1,0,3,1,10,3,3,4,2,61,77,75,0,0,auto,attacker,0.669,0.392,defender
B0536,Duskwood Clans,Latian Republic,forest,clear,0,0,1,1,10,3,0,8,0,3,18,1,0,2,1,1,1,5,59,59,23,0,15,auto,defender,0.673,0.499,defender
B0537,Orenthal League,Kessari Riders,forest,clear,3,6,1,2,0,6,3,0,0,1,2,1,2,5,14,4,3,4,65,64,68,0,25,auto,defender,0.396,0.862,attacker
B0538,Selene Dominion,Duskwood Clans,hills,clear,1,5,1,6,1,3,2,3,7,4,1,1,6,2,1,1,2,5,74,79,69,1,14,auto,defender,0.431,0.789,attacker
B0539,Duskwood Clans,Sable Nomads,plains,rain,1,2,6,2,6,1,7,1,1,10,0,3,4,4,4,0,5,3,71,53,8,0,0,manual,attacker,0.478,0.752,attacker
B0540,Orenthal League,Sable Nomads,river_crossing,rain,0,8,7,0,3,4,1,2,0,7,0,7,2,7,0,0,3,1,63,69,37,0,0,auto,attacker,0.404,0.811,attacker
B0541,Orenthal League,Kessari Riders,river_crossing,clear,8,0,3,3,2,0,2,1,1,0,1,2,4,12,0,3,3,1,75,69,0,0,22,manual,defender,0.568,0.511,defender
B0542,Vharn Confederacy,Selene Dominion,river_crossing,fog,1,5,0,2,2,2,0,10,3,4,0,5,0,1,0,10,2,2,68,81,12,0,0,auto,attacker,0.722,0.44,defender
B0543,Duskwood Clans,Vharn Confederacy,hills,clear,0,6,3,9,3,3,0,0,3,5,1,6,3,2,7,1,4,4,47,77,21,0,16,manual,defender,0.742,0.401,defender
B0544,Latian Republic,Mareth Imperium,river_crossing,clear,8,1,6,0,0,4,0,1,8,5,1,1,8,1,5,0,4,4,67,94,6,0,24,auto,defender,0.636,0.416,defender
B0545,Duskwood Clans,Kessari Riders,river_crossing,rain,0,3,1,1,7,3,5,2,5,1,0,3,10,1,3,0,1,5,69,77,60,0,0,auto,attacker,0.858,0.362,defender
B0546,Vharn Confederacy,Mareth Imperium,plains,clear,5,5,0,0,1,5,0,11,1,2,0,9,1,3,10,1,3,5,78,65,48,0,0,auto,attacker,0.714,0.339,defender
B0547,Latian Republic,Selene Dominion,plains,rain,15,0,6,0,1,2,0,1,3,1,0,2,3,0,6,6,2,2,76,63,57,0,0,auto,attacker,0.433,0.74,attacker
B0548,Mareth Imperium,Latian Republic,river_crossing,rain,3,7,0,6,0,0,5,0,9,6,1,1,4,0,0,0,4,5,50,68,30,0,0,manual,attacker,0.597,0.329,defender
B0549,Latian Republic,Kessari Riders,river_crossing,clear,7,10,4,1,2,0,0,2,0,0,1,6,2,6,3,6,5,5,69,82,49,0,11,manual,attacker,0.474,0.75,attacker
B0550,Mareth Imperium,Kessari Riders,plains,rain,15,1,0,0,1,0,3,3,1,2,6,2,2,6,2,3,2,3,70,68,60,0,8,auto,attacker,0.317,0.726,attacker
B0551,Orenthal League,Sable Nomads,plains,clear,3,11,1,2,2,0,2,2,0,0,0,2,2,11,0,5,1,1,71,72,61,0,18,auto,attacker,0.306,0.812,attacker
B0552,Vharn Confederacy,Latian Republic,forest,clear,2,7,3,1,7,3,0,0,6,0,2,6,2,2,3,4,4,1,79,61,100,1,0,auto,defender,0.372,0.715,attacker
B0553,Mareth Imperium,Latian Republic,hills,clear,7,4,3,3,0,0,4,1,1,4,5,9,0,4,3,2,1,2,94,87,56,0,0,auto,defender,0.829,0.364,defender
B0554,Duskwood Clans,Selene Dominion,plains,clear,0,1,10,0,12,1,0,0,0,2,1,2,2,5,1,5,5,2,69,78,23,0,0,manual,attacker,0.521,0.828,attacker
B0555,Mareth Imperium,Kessari Riders,river_crossing,clear,4,7,8,0,1,1,6,0,5,2,1,1,5,1,6,3,1,5,72,77,30,1,22,auto,attacker,0.715,0.405,defender
B0556,Orenthal League,Vharn Confederacy,hills,rain,7,5,2,5,2,3,1,0,6,0,4,1,10,3,2,0,5,1,57,66,21,1,0,auto,defender,0.494,0.75,attacker
B0557,Kessari Riders,Orenthal League,plains,clear,2,0,3,2,3,6,4,0,8,2,6,4,1,1,2,0,2,4,68,45,4,0,0,auto,defender,0.601,0.804,attacker
B0558,Selene Dominion,Latian Republic,hills,clear,1,1,7,0,2,0,4,7,6,1,15,1,0,3,0,0,5,5,88,40,61,0,25,auto,defender,0.801,0.442,defender
B0559,Latian Republic,Kessari Riders,river_crossing,clear,9,3,6,3,5,0,1,1,1,1,0,1,2,10,4,0,4,5,64,46,57,1,12,auto,attacker,0.419,0.751,attacker
B0560,Orenthal League,Sable Nomads,river_crossing,clear,1,0,3,2,4,6,4,5,1,4,2,0,7,4,0,2,1,1,71,67,26,1,22,manual,attacker,0.971,0.554,defender
B0561,Kessari Riders,Duskwood Clans,plains,clear,1,4,6,0,1,0,11,2,0,4,3,5,2,3,7,0,4,1,62,84,31,0,11,manual,attacker,0.449,0.755,attacker
B0562,Sable Nomads,Selene Dominion,plains,fog,9,2,1,2,8,4,0,0,1,7,1,3,0,1,1,6,1,5,66,63,63,0,0,manual,attacker,0.486,0.842,attacker
B0563,Sable Nomads,Latian Republic,forest,rain,1,2,3,8,3,0,4,0,8,2,4,1,5,1,1,1,4,4,54,85,55,1,17,auto,defender,0.784,0.431,defender
B0564,Kessari Riders,Latian Republic,hills,clear,4,1,1,4,0,5,7,4,3,4,6,0,3,0,5,1,4,1,70,82,0,0,0,manual,attacker,0.393,0.692,attacker
B0565,Mareth Imperium,Selene Dominion,plains,clear,2,2,0,2,6,2,2,3,6,3,1,3,0,0,3,7,5,4,77,89,42,0,0,auto,defender,0.8,0.498,defender
B0566,Orenthal League,Sable Nomads,plains,rain,6,11,3,1,0,1,3,0,2,0,5,4,9,5,0,1,4,4,64,67,11,0,0,manual,attacker,0.329,0.701,attacker
B0567,Latian Republic,Sable Nomads,plains,clear,2,5,4,5,1,2,0,1,0,2,2,6,7,1,3,2,4,3,64,64,31,0,0,auto,defender,0.806,0.503,defender
B0568,Mareth Imperium,Selene Dominion,plains,clear,8,5,1,0,2,1,4,0,0,7,0,7,5,0,0,2,5,3,67,58,62,0,20,manual,attacker,0.42,0.743,attacker
B0569,Sable Nomads,Orenthal League,hills,clear,0,0,1,9,5,11,0,0,9,8,0,1,4,2,1,1,4,2,71,96,61,1,15,auto,attacker,0.764,0.471,defender
B0570,Orenthal League,Sable Nomads,forest,rain,1,6,7,1,0,11,2,0,3,5,0,9,1,6,1,1,3,3,59,81,46,1,0,auto,attacker,0.422,0.781,attacker
B0571,Selene Dominion,Vharn Confederacy,plains,clear,0,16,1,1,2,1,0,3,8,2,1,6,1,0,0,1,2,4,86,87,66,1,17,auto,attacker,0.696,0.445,defender
B0572,Orenthal League,Sable Nomads,plains,fog,0,10,4,1,0,2,1,4,4,0,1,1,1,12,4,5,5,5,81,97,36,0,0,auto,defender,0.463,0.809,attacker
B0573,Mareth Imperium,Vharn Confederacy,plains,clear,10,6,2,0,1,1,2,0,9,4,4,7,0,0,2,2,2,3,70,58,50,0,0,manual,defender,0.77,0.566,defender
B0574,Latian Republic,Selene Dominion,marsh,clear,6,3,5,0,0,5,3,1,1,4,3,2,1,1,1,13,3,4,84,74,3,0,0,manual,defender,0.415,0.772,attacker
B0575,Kessari Riders,Sable Nomads,forest,fog,1,1,5,2,2,8,1,1,1,4,0,0,4,15,0,1,3,2,60,96,35,1,0,manual,defender,0.621,0.495,defender
B0576,Selene Dominion,Latian Republic,plains,fog,0,6,4,6,1,0,0,2,5,5,8,0,0,1,3,2,5,4,56,63,42,1,0,auto,defender,0.785,0.241,defender
B0577,Kessari Riders,Orenthal League,forest,clear,3,0,3,0,3,8,1,1,2,9,1,2,3,1,0,1,3,5,40,76,14,1,6,auto,attacker,0.851,0.454,defender
B0578,Duskwood Clans,Mareth Imperium,plains,clear,6,3,9,4,2,1,0,0,3,0,1,5,7,0,9,4,5,5,73,48,41,1,0,auto,defender,0.668,0.375,defender
B0579,Duskwood Clans,Selene Dominion,marsh,fog,0,4,5,5,4,4,1,2,11,4,4,1,1,1,1,2,5,4,54,54,70,0,18,auto,attacker,0.789,0.443,defender
B0580,Kessari Riders,Sable Nomads,marsh,clear,5,0,12,2,1,3,0,0,3,0,5,1,9,5,0,1,1,5,45,54,18,0,0,auto,attacker,0.615,0.396,defender
B0581,Selene Dominion,Kessari Riders,hills,clear,1,3,1,2,5,1,0,7,6,4,0,3,1,0,5,3,5,1,70,75,47,0,0,manual,attacker,0.854,0.348,defender
B0582,Kessari Riders,Selene Dominion,marsh,clear,1,0,7,0,3,8,5,0,2,1,3,12,0,0,1,9,1,4,53,48,12,0,0,manual,defender,0.366,0.792,attacker
B0583,Vharn Confederacy,Latian Republic,river_crossing,rain,3,8,5,6,2,0,1,0,7,2,7,3,1,0,0,3,2,3,73,67,48,0,24,auto,attacker,0.744,0.358,defender
B0584,Mareth Imperium,Vharn Confederacy,plains,rain,8,2,9,0,6,3,0,0,2,6,3,1,9,0,3,0,5,2,40,82,23,1,6,auto,attacker,0.454,0.745,attacker
B0585,Selene Dominion,Orenthal League,hills,fog,2,6,0,2,0,1,1,9,0,6,7,2,2,3,0,2,4,1,59,64,59,0,0,auto,attacker,0.556,0.436,defender
B0586,Kessari Riders,Latian Republic,plains,fog,1,0,5,5,5,2,5,6,4,3,8,1,8,0,1,0,1,3,80,77,18,0,0,auto,attacker,0.441,0.742,attacker
B0587,Latian Republic,Mareth Imperium,river_crossing,clear,4,11,1,0,4,0,0,2,5,0,1,0,1,1,5,5,5,1,72,65,57,1,19,auto,attacker,0.419,0.668,attacker
B0588,Selene Dominion,Kessari Riders,marsh,rain,1,3,1,1,3,0,4,5,1,3,8,0,6,0,5,0,1,3,80,64,52,0,0,auto,defender,0.772,0.395,defender
B0589,Kessari Riders,Vharn Confederacy,plains,rain,0,1,1,3,2,6,4,2,1,7,2,2,7,2,3,0,2,4,76,76,63,0,0,manual,defender,0.96,0.46,defender
B0590,Sable Nomads,Vharn Confederacy,hills,clear,0,1,2,8,7,6,0,1,7,6,0,3,1,5,0,0,1,1,82,73,8,0,6,auto,attacker,0.427,0.773,attacker
B0591,Latian Republic,Orenthal League,plains,clear,3,5,3,5,4,0,2,0,3,1,3,1,0,7,3,0,1,1,75,65,35,1,0,manual,attacker,0.781,0.396,defender
B0592,Selene Dominion,Vharn Confederacy,plains,clear,2,1,0,1,11,1,0,5,7,8,0,7,2,0,1,0,3,3,72,76,11,0,0,auto,defender,0.902,0.41,defender
B0593,Orenthal League,Sable Nomads,river_crossing,rain,1,8,3,11,0,3,2,1,3,2,0,3,4,7,0,2,4,3,79,68,24,0,5,auto,attacker,0.392,0.733,attacker
B0594,Selene Dominion,Duskwood Clans,plains,clear,3,0,1,11,2,0,1,8,0,2,5,1,5,2,2,3,5,2,87,100,96,1,23,auto,attacker,0.909,0.487,defender
B0595,Selene Dominion,Kessari Riders,hills,rain,0,1,7,1,11,0,0,3,3,0,1,0,1,3,14,0,1,4,62,90,73,1,0,manual,attacker,0.58,0.269,defender
B0596,Kessari Riders,Latian Republic,plains,clear,0,11,0,1,4,2,2,0,8,5,6,0,2,5,2,3,1,1,60,47,28,0,12,manual,defender,0.728,0.337,defender
